0	1410
1	1015
2	683
3	509
4	427
5	397
6	367
7	312
8	305
9	271
10	246
11	244
12	240
13	214
14	168
15	214
16	164
17	165
18	147
19	136
20	131
21	139
22	121
23	98
24	111
25	97
26	92
27	88
28	79
29	83
30	82
31	58
32	59
33	53
34	58
35	51
36	46
37	41
38	40
39	45
40	55
41	46
42	34
43	30
44	42
45	34
46	27
47	34
48	38
49	27
50	33
51	33
52	33
53	30
54	25
55	25
56	26
57	26
58	16
59	25
60	22
61	26
62	22
63	17
64	12
65	17
66	17
67	20
68	19
69	9
70	12
71	17
72	15
73	12
74	13
75	10
76	11
77	6
78	6
79	16
80	14
81	12
82	9
83	6
84	6
85	6
86	3
87	6
88	9
89	11
90	7
91	11
92	12
93	9
94	9
95	10
96	6
97	7
98	8
99	6
100	4
101	4
102	5
103	9
104	2
105	10
106	6
107	5
108	6
109	5
110	7
111	3
112	3
113	6
114	3
115	7
116	5
117	5
118	6
119	5
120	2
121	2
122	4
123	4
124	1
125	6
126	6
127	4
128	1
129	1
130	4
131	2
132	3
133	3
134	4
135	1
136	2
137	1
138	0
139	0
140	1
141	2
142	3
143	1
144	2
145	0
146	0
147	1
148	1
149	3
150	3
151	2
152	1
153	1
154	4
155	2
156	1
157	3
158	1
159	1
160	3
161	2
162	0
163	2
164	0
165	1
166	1
167	0
168	2
169	1
170	0
171	0
172	0
173	1
174	0
175	1
176	2
177	0
178	1
179	0
180	0
181	0
182	3
183	1
184	0
185	1
186	1
187	0
188	0
189	0
190	0
191	0
192	0
193	1
194	1
195	0
196	0
197	1
198	1
199	0
200	2
201	0
202	0
203	1
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	1
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	1
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	1
251	1
252	0
253	0
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	0
262	0
263	0
264	1
