0	1335
1	978
2	659
3	495
4	406
5	374
6	383
7	289
8	292
9	259
10	230
11	254
12	234
13	200
14	148
15	184
16	154
17	164
18	141
19	126
20	141
21	131
22	115
23	98
24	110
25	96
26	88
27	86
28	79
29	76
30	71
31	57
32	60
33	50
34	52
35	49
36	40
37	40
38	40
39	47
40	56
41	41
42	33
43	27
44	34
45	35
46	26
47	35
48	33
49	26
50	26
51	39
52	26
53	30
54	20
55	23
56	28
57	29
58	19
59	23
60	18
61	24
62	27
63	17
64	10
65	24
66	10
67	18
68	16
69	7
70	13
71	10
72	13
73	8
74	10
75	12
76	8
77	6
78	7
79	17
80	11
81	10
82	9
83	7
84	7
85	8
86	4
87	5
88	7
89	13
90	7
91	6
92	8
93	8
94	8
95	13
96	4
97	3
98	5
99	11
100	4
101	7
102	5
103	5
104	4
105	8
106	6
107	6
108	10
109	5
110	5
111	3
112	4
113	4
114	5
115	3
116	5
117	1
118	2
119	2
120	0
121	1
122	2
123	4
124	0
125	5
126	3
127	4
128	1
129	1
130	3
131	1
132	1
133	1
134	4
135	0
136	0
137	1
138	3
139	0
140	1
141	2
142	1
143	1
144	3
145	0
146	1
147	0
148	1
149	1
150	2
151	1
152	1
153	1
154	3
155	2
156	0
157	2
158	1
159	1
160	2
161	3
162	1
163	1
164	0
165	0
166	1
167	0
168	3
169	0
170	0
171	0
172	0
173	1
174	0
175	2
176	2
177	0
178	1
179	0
180	0
181	0
182	2
183	0
184	0
185	1
186	1
187	0
188	0
189	0
190	0
191	0
192	0
193	1
194	0
195	0
196	0
197	0
198	0
199	0
200	1
201	0
202	0
203	1
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	1
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	1
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	1
251	1
252	0
253	0
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	0
262	0
263	0
264	1
