0	245	45
1	261	47
2	87	16
3	33	11
4	193	31
5	89	16
6	114	26
7	88	16
8	35	4
9	181	18
10	126	23
11	61	12
12	134	27
13	27	13
14	94	23
15	29	11
16	43	25
17	27	9
18	40	12
19	68	28
20	40	17
21	30	20
22	290	31
23	298	36
24	16	9
25	18	8
26	39	19
27	38	19
28	19	10
29	5	4
30	68	21
31	6	5
32	49	13
33	9	9
34	12	7
35	21	15
36	4	4
37	4	4
38	61	16
39	112	31
40	6	5
41	62	12
42	37	24
43	57	16
44	243	40
45	244	41
46	5	2
47	102	26
48	35	9
49	12	4
50	4	3
51	0	0
52	95	16
53	0	0
54	22	11
55	62	25
56	46	19
57	10	6
58	26	16
59	70	21
60	4	4
61	8	3
62	50	16
63	37	11
64	46	19
65	5	2
66	197	30
67	218	30
68	8	7
69	9	6
70	15	11
71	19	11
72	53	11
73	48	20
74	3	3
75	8	7
76	55	22
77	13	8
78	41	24
79	5	4
80	30	20
81	27	19
82	53	21
83	3	1
84	26	8
85	29	13
86	1	1
87	56	13
88	182	46
89	193	47
90	71	22
91	66	16
92	35	18
93	5	5
94	103	37
95	72	11
96	2	2
97	41	7
98	41	7
99	56	7
100	63	10
101	30	6
102	13	9
103	40	19
104	13	9
105	76	24
106	20	15
107	56	34
108	56	9
109	5	5
110	291	58
111	295	57
112	41	29
113	24	18
114	129	21
115	96	46
116	66	21
117	91	50
118	47	13
119	78	35
120	62	15
121	101	50
122	5	3
123	5	3
124	60	16
125	42	14
126	52	35
127	71	36
128	147	43
129	20	14
130	7	4
131	63	16
132	206	62
133	214	56
134	53	11
135	35	12
136	96	34
137	67	23
138	59	36
139	77	34
140	111	41
141	39	21
142	70	14
143	3	2
144	58	40
145	16	11
146	32	14
147	31	12
148	10	6
149	57	21
150	56	23
151	0	0
152	13	5
153	31	17
154	237	82
155	218	74
156	227	78
157	240	76
158	40	6
159	10	6
160	0	0
161	1	1
162	0	0
163	16	8
164	1	1
165	27	13
166	138	22
167	157	32
168	4	4
169	137	76
170	59	21
171	63	20
172	19	15
173	47	24
174	9	6
175	52	11
176	6	4
177	18	8
178	175	87
179	180	92
180	241	120
181	166	68
182	188	101
183	198	89
184	199	86
185	149	81
186	170	91
187	159	75
188	274	45
189	281	45
190	291	45
191	305	46
192	347	39
193	352	43
