# time  created  delivered  delivered/created
32.0000 1 0 0.0000
44.6000 1 1 1.0000
58.0000 2 1 0.5000
84.0000 3 1 0.3333
112.0000 4 1 0.2500
144.0000 5 1 0.2000
170.0000 6 1 0.1667
203.0000 7 1 0.1429
233.0000 8 1 0.1250
237.0000 8 2 0.2500
246.1000 8 3 0.3750
265.0000 9 3 0.3333
291.0000 10 3 0.3000
320.0000 11 3 0.2727
333.7000 11 4 0.3636
345.0000 12 4 0.3333
379.0000 13 4 0.3077
392.6000 13 5 0.3846
405.0000 14 5 0.3571
431.0000 15 5 0.3333
444.2000 15 6 0.4000
464.0000 16 6 0.3750
467.4000 16 7 0.4375
476.9000 16 8 0.5000
498.0000 17 8 0.4706
523.0000 18 8 0.4444
557.0000 19 8 0.4211
566.3000 19 9 0.4737
582.0000 20 9 0.4500
609.0000 21 9 0.4286
624.9000 21 10 0.4762
640.0000 22 10 0.4545
669.0000 23 10 0.4348
680.3000 23 11 0.4783
698.0000 24 11 0.4583
730.0000 25 11 0.4400
757.0000 26 11 0.4231
785.0000 27 11 0.4074
818.0000 28 11 0.3929
852.0000 29 11 0.3793
855.5000 29 12 0.4138
876.7000 29 13 0.4483
881.0000 30 13 0.4333
913.0000 31 13 0.4194
945.0000 32 13 0.4063
976.0000 33 13 0.3939
1007.0000 34 13 0.3824
1035.0000 35 13 0.3714
1060.0000 36 13 0.3611
1092.0000 37 13 0.3514
1093.3000 37 14 0.3784
1121.0000 38 14 0.3684
1154.0000 39 14 0.3590
1184.0000 40 14 0.3500
1216.0000 41 14 0.3415
1249.0000 42 14 0.3333
1281.0000 43 14 0.3256
1313.0000 44 14 0.3182
1345.0000 45 14 0.3111
1378.0000 46 14 0.3043
1411.0000 47 14 0.2979
1437.0000 48 14 0.2917
1455.6000 48 15 0.3125
1465.0000 49 15 0.3061
1498.0000 50 15 0.3000
1528.0000 51 15 0.2941
1560.0000 52 15 0.2885
1586.0000 53 15 0.2830
1617.0000 54 15 0.2778
1646.0000 55 15 0.2727
1677.0000 56 15 0.2679
1707.0000 57 15 0.2632
1739.0000 58 15 0.2586
1769.0000 59 15 0.2542
1801.0000 60 15 0.2500
1826.0000 61 15 0.2459
1826.8000 61 16 0.2623
1855.0000 62 16 0.2581
1888.0000 63 16 0.2540
1915.0000 64 16 0.2500
1944.0000 65 16 0.2462
1973.0000 66 16 0.2424
1998.0000 67 16 0.2388
2025.0000 68 16 0.2353
2059.0000 69 16 0.2319
2062.1000 69 17 0.2464
2091.0000 70 17 0.2429
2124.0000 71 17 0.2394
2151.0000 71 18 0.2535
2152.0000 72 18 0.2500
2182.0000 73 18 0.2466
2214.0000 74 18 0.2432
2233.5000 74 19 0.2568
2239.0000 75 19 0.2533
2270.0000 76 19 0.2500
2274.9000 76 20 0.2632
2298.0000 77 20 0.2597
2302.3000 77 21 0.2727
2332.0000 78 21 0.2692
2362.0000 79 21 0.2658
2387.0000 80 21 0.2625
2420.0000 81 21 0.2593
2425.1000 81 22 0.2716
2450.0000 82 22 0.2683
2477.0000 83 22 0.2651
2502.0000 84 22 0.2619
2533.0000 85 22 0.2588
2565.0000 86 22 0.2558
2593.0000 87 22 0.2529
2627.0000 88 22 0.2500
2660.0000 89 22 0.2472
2691.0000 90 22 0.2444
2724.0000 91 22 0.2418
2756.0000 92 22 0.2391
2789.0000 93 22 0.2366
2820.0000 94 22 0.2340
2850.0000 95 22 0.2316
2856.9000 95 23 0.2421
2881.0000 96 23 0.2396
2909.0000 97 23 0.2371
2938.0000 98 23 0.2347
2958.5000 98 24 0.2449
2965.0000 99 24 0.2424
2990.0000 100 24 0.2400
3022.0000 101 24 0.2376
3054.0000 102 24 0.2353
3060.6000 102 25 0.2451
3081.0000 103 25 0.2427
3114.0000 104 25 0.2404
3140.0000 105 25 0.2381
3165.0000 106 25 0.2358
3199.0000 107 25 0.2336
3229.0000 108 25 0.2315
3261.0000 109 25 0.2294
3288.0000 110 25 0.2273
3319.0000 111 25 0.2252
3352.0000 112 25 0.2232
3380.0000 113 25 0.2212
3409.0000 114 25 0.2193
3435.0000 115 25 0.2174
3465.0000 116 25 0.2155
3466.3000 116 26 0.2241
3494.0000 117 26 0.2222
3525.0000 118 26 0.2203
3554.0000 119 26 0.2185
3587.0000 120 26 0.2167
3616.0000 121 26 0.2149
3618.0000 121 27 0.2231
3628.2000 121 28 0.2314
3641.0000 122 28 0.2295
3673.0000 123 28 0.2276
3702.0000 124 28 0.2258
3709.3000 124 29 0.2339
3734.0000 125 29 0.2320
3766.0000 126 29 0.2302
3791.0000 127 29 0.2283
3816.0000 128 29 0.2266
3846.0000 129 29 0.2248
3871.9000 129 30 0.2326
3873.0000 130 30 0.2308
3906.0000 131 30 0.2290
3931.0000 132 30 0.2273
3961.0000 133 30 0.2256
3963.4000 133 31 0.2331
3991.0000 134 31 0.2313
4022.0000 135 31 0.2296
4027.2000 135 32 0.2370
4048.0000 136 32 0.2353
4073.0000 137 32 0.2336
4106.0000 138 32 0.2319
4135.0000 139 32 0.2302
4164.0000 140 32 0.2286
4191.0000 141 32 0.2270
4218.0000 142 32 0.2254
4247.0000 143 32 0.2238
4274.0000 144 32 0.2222
4307.0000 145 32 0.2207
4340.5000 145 33 0.2276
4341.0000 146 33 0.2260
4371.0000 147 33 0.2245
4397.0000 148 33 0.2230
4423.0000 149 33 0.2215
4448.0000 150 33 0.2200
4481.0000 151 33 0.2185
4514.0000 152 33 0.2171
4519.0000 152 34 0.2237
4540.0000 153 34 0.2222
4573.0000 154 34 0.2208
4594.7000 154 35 0.2273
4602.0000 155 35 0.2258
4631.0000 156 35 0.2244
4660.0000 157 35 0.2229
4692.0000 158 35 0.2215
4694.0000 158 36 0.2278
4719.0000 159 36 0.2264
4751.0000 160 36 0.2250
4778.0000 161 36 0.2236
4804.0000 162 36 0.2222
4832.0000 163 36 0.2209
4858.0000 164 36 0.2195
4877.0000 164 37 0.2256
4886.0000 165 37 0.2242
4920.0000 166 37 0.2229
4948.0000 167 37 0.2216
4978.0000 168 37 0.2202
4999.0000 168 38 0.2262
5009.0000 169 38 0.2249
5041.0000 170 38 0.2235
5058.1000 170 39 0.2294
5063.3000 170 40 0.2353
5071.0000 171 40 0.2339
5102.0000 172 40 0.2326
5111.7000 172 41 0.2384
5132.0000 173 41 0.2370
5154.3000 173 42 0.2428
5155.3000 173 43 0.2486
5163.0000 174 43 0.2471
5190.7000 174 44 0.2529
5196.0000 175 44 0.2514
5226.0000 176 44 0.2500
5243.7000 176 45 0.2557
5256.0000 177 45 0.2542
5289.0000 178 45 0.2528
5303.5000 178 46 0.2584
5318.0000 179 46 0.2570
5352.0000 180 46 0.2556
5370.1000 180 47 0.2611
5379.0000 181 47 0.2597
5404.0000 182 47 0.2582
5432.0000 183 47 0.2568
5457.0000 184 47 0.2554
5464.0000 184 48 0.2609
5464.7000 184 49 0.2663
5487.0000 185 49 0.2649
5488.2000 185 50 0.2703
5517.0000 186 50 0.2688
5544.0000 187 50 0.2674
5554.6000 187 51 0.2727
5575.0000 188 51 0.2713
5605.0000 189 51 0.2698
5637.0000 190 51 0.2684
5671.0000 191 51 0.2670
5701.0000 192 51 0.2656
5729.0000 193 51 0.2642
5760.0000 194 51 0.2629
5786.0000 195 51 0.2615
5820.0000 196 51 0.2602
5850.0000 197 51 0.2589
5881.0000 198 51 0.2576
5913.0000 199 51 0.2563
5944.0000 200 51 0.2550
5971.0000 201 51 0.2537
5988.4000 201 52 0.2587
5997.0000 202 52 0.2574
6030.0000 203 52 0.2562
6044.9000 203 53 0.2611
6060.0000 204 53 0.2598
6087.0000 205 53 0.2585
6103.5000 205 54 0.2634
6114.0000 206 54 0.2621
6142.8000 206 55 0.2670
6143.0000 207 55 0.2657
6169.0000 208 55 0.2644
6183.6000 208 56 0.2692
6194.0000 209 56 0.2679
6226.0000 210 56 0.2667
6256.0000 211 56 0.2654
6288.0000 212 56 0.2642
6318.0000 213 56 0.2629
6348.0000 214 56 0.2617
6372.2000 214 57 0.2664
6378.0000 215 57 0.2651
6403.0000 216 57 0.2639
6410.6000 216 58 0.2685
6430.0000 217 58 0.2673
6463.0000 218 58 0.2661
6478.4000 218 59 0.2706
6496.0000 219 59 0.2694
6522.0000 220 59 0.2682
6553.0000 221 59 0.2670
6583.0000 222 59 0.2658
6606.6000 222 60 0.2703
6614.0000 223 60 0.2691
6633.8000 223 61 0.2735
6647.0000 224 61 0.2723
6679.0000 225 61 0.2711
6704.0000 226 61 0.2699
6729.0000 227 61 0.2687
6761.0000 228 61 0.2675
6786.0000 229 61 0.2664
6819.0000 230 61 0.2652
6851.0000 231 61 0.2641
6883.0000 232 61 0.2629
6910.0000 233 61 0.2618
6913.8000 233 62 0.2661
6936.0000 234 62 0.2650
6965.0000 235 62 0.2638
6968.2000 235 63 0.2681
6995.3000 235 64 0.2723
6999.0000 236 64 0.2712
