# time  created  delivered  delivered/created
28917.9000 979 254 0.2594
28937.0000 980 254 0.2592
28971.0000 981 254 0.2589
28997.0000 982 254 0.2587
29028.0000 983 254 0.2584
29054.0000 984 254 0.2581
29086.0000 985 254 0.2579
29100.2000 985 255 0.2589
29114.0000 986 255 0.2586
29146.0000 987 255 0.2584
29177.0000 988 255 0.2581
29195.0000 988 256 0.2591
29206.0000 989 256 0.2588
29231.0000 990 256 0.2586
29260.0000 991 256 0.2583
29290.0000 992 256 0.2581
29318.0000 993 256 0.2578
29349.7000 993 257 0.2588
29352.0000 994 257 0.2586
29369.6000 994 258 0.2596
29383.0000 995 258 0.2593
29413.0000 996 258 0.2590
29447.0000 997 258 0.2588
29478.0000 998 258 0.2585
29511.0000 999 258 0.2583
29522.8000 999 259 0.2593
29544.0000 1000 259 0.2590
29571.0000 1001 259 0.2587
29592.6000 1001 260 0.2597
29602.0000 1002 260 0.2595
29633.0000 1003 260 0.2592
29660.0000 1004 260 0.2590
29685.0000 1005 260 0.2587
29719.0000 1006 260 0.2584
29747.0000 1007 260 0.2582
29778.0000 1008 260 0.2579
29803.0000 1009 260 0.2577
29829.0000 1010 260 0.2574
29857.0000 1011 260 0.2572
29890.0000 1012 260 0.2569
29920.0000 1013 260 0.2567
29939.7000 1013 261 0.2577
29947.0000 1014 261 0.2574
29973.0000 1015 261 0.2571
29975.7000 1015 262 0.2581
29980.2000 1015 263 0.2591
30001.0000 1016 263 0.2589
30035.0000 1017 263 0.2586
30065.0000 1018 263 0.2583
30095.0000 1019 263 0.2581
30121.0000 1020 263 0.2578
30152.0000 1021 263 0.2576
30182.0000 1022 263 0.2573
30211.0000 1023 263 0.2571
30240.0000 1024 263 0.2568
30274.0000 1025 263 0.2566
30280.0000 1025 264 0.2576
30302.0000 1026 264 0.2573
30327.0000 1027 264 0.2571
30357.0000 1028 264 0.2568
30387.0000 1029 264 0.2566
30400.4000 1029 265 0.2575
30415.0000 1030 265 0.2573
30447.0000 1030 266 0.2583
30448.0000 1031 266 0.2580
30478.0000 1032 266 0.2578
30510.0000 1033 266 0.2575
30536.0000 1034 266 0.2573
30565.0000 1035 266 0.2570
30598.0000 1036 266 0.2568
30624.0000 1037 266 0.2565
30650.0000 1038 266 0.2563
30680.0000 1039 266 0.2560
30700.4000 1039 267 0.2570
30711.0000 1040 267 0.2567
30743.0000 1041 267 0.2565
30747.6000 1041 268 0.2574
30776.0000 1042 268 0.2572
30795.3000 1042 269 0.2582
30810.0000 1043 269 0.2579
30838.0000 1044 269 0.2577
30865.0000 1045 269 0.2574
30891.0000 1046 269 0.2572
30922.0000 1047 269 0.2569
30949.0000 1048 269 0.2567
30967.7000 1048 270 0.2576
30975.0000 1049 270 0.2574
31007.0000 1050 270 0.2571
31038.0000 1051 270 0.2569
31067.0000 1052 270 0.2567
31092.0000 1053 270 0.2564
31121.0000 1054 270 0.2562
31153.0000 1055 270 0.2559
31186.0000 1056 270 0.2557
31194.5000 1056 271 0.2566
31216.0000 1057 271 0.2564
31248.0000 1058 271 0.2561
31282.0000 1059 271 0.2559
31309.0000 1060 271 0.2557
31321.2000 1060 272 0.2566
31333.8000 1060 273 0.2575
31335.0000 1061 273 0.2573
31345.4000 1061 274 0.2582
31348.3000 1061 275 0.2592
31367.0000 1062 275 0.2589
31398.0000 1063 275 0.2587
31400.1000 1063 276 0.2596
31423.3000 1063 277 0.2606
31427.0000 1064 277 0.2603
31459.0000 1065 277 0.2601
31487.0000 1066 277 0.2598
31518.0000 1067 277 0.2596
31533.7000 1067 278 0.2605
31544.0000 1068 278 0.2603
31578.0000 1069 278 0.2601
31612.0000 1070 278 0.2598
31644.0000 1071 278 0.2596
31669.0000 1072 278 0.2593
31703.0000 1073 278 0.2591
31729.0000 1074 278 0.2588
31755.0000 1075 278 0.2586
31783.0000 1076 278 0.2584
31811.0000 1077 278 0.2581
31841.0000 1078 278 0.2579
31870.0000 1079 278 0.2576
31892.9000 1079 279 0.2586
31904.0000 1080 279 0.2583
31938.0000 1081 279 0.2581
31969.0000 1082 279 0.2579
31987.5000 1082 280 0.2588
31996.0000 1083 280 0.2585
32024.0000 1084 280 0.2583
32058.0000 1085 280 0.2581
32076.8000 1085 281 0.2590
32085.0000 1086 281 0.2587
32089.0000 1086 282 0.2597
32114.0000 1087 282 0.2594
32144.0000 1088 282 0.2592
32171.0000 1089 282 0.2590
32201.0000 1090 282 0.2587
32230.0000 1091 282 0.2585
32260.0000 1092 282 0.2582
32292.0000 1093 282 0.2580
32320.0000 1094 282 0.2578
32325.2000 1094 283 0.2587
32346.0000 1095 283 0.2584
32349.9000 1095 284 0.2594
32373.0000 1096 284 0.2591
32398.7000 1096 285 0.2600
32404.0000 1097 285 0.2598
32426.0000 1097 286 0.2607
32428.6000 1097 287 0.2616
32436.0000 1098 287 0.2614
32447.6000 1098 288 0.2623
32462.0000 1099 288 0.2621
32489.0000 1100 288 0.2618
32515.0000 1101 288 0.2616
32534.9000 1101 289 0.2625
32542.0000 1102 289 0.2623
32576.0000 1103 289 0.2620
32604.0000 1104 289 0.2618
32638.0000 1105 289 0.2615
32672.0000 1106 289 0.2613
32704.0000 1107 289 0.2611
32731.0000 1108 289 0.2608
32765.0000 1109 289 0.2606
32773.2000 1109 290 0.2615
32794.0000 1110 290 0.2613
32813.0000 1110 291 0.2622
32827.0000 1111 291 0.2619
32860.0000 1112 291 0.2617
32885.0000 1113 291 0.2615
32900.0000 1113 292 0.2624
32913.0000 1114 292 0.2621
32946.0000 1115 292 0.2619
32977.0000 1116 292 0.2616
33003.0000 1117 292 0.2614
33036.0000 1118 292 0.2612
33056.7000 1118 293 0.2621
33069.0000 1119 293 0.2618
33098.0000 1120 293 0.2616
33128.0000 1121 293 0.2614
33143.0000 1121 294 0.2623
33143.4000 1121 295 0.2632
33155.0000 1122 295 0.2629
33188.0000 1123 295 0.2627
33218.0000 1124 295 0.2625
33247.0000 1125 295 0.2622
33276.0000 1126 295 0.2620
33310.0000 1127 295 0.2618
33331.0000 1127 296 0.2626
33336.0000 1128 296 0.2624
33365.0000 1129 296 0.2622
33399.0000 1130 296 0.2619
33430.0000 1131 296 0.2617
33458.0000 1132 296 0.2615
33491.0000 1133 296 0.2613
33519.0000 1134 296 0.2610
33553.0000 1135 296 0.2608
33580.0000 1136 296 0.2606
33612.0000 1137 296 0.2603
33627.1000 1137 297 0.2612
33642.0000 1138 297 0.2610
33667.0000 1139 297 0.2608
33701.0000 1140 297 0.2605
33731.0000 1141 297 0.2603
33759.0000 1142 297 0.2601
33787.0000 1143 297 0.2598
33818.0000 1144 297 0.2596
33828.8000 1144 298 0.2605
33851.0000 1145 298 0.2603
33877.0000 1146 298 0.2600
33905.0000 1147 298 0.2598
33932.0000 1148 298 0.2596
33946.9000 1148 299 0.2605
33960.0000 1149 299 0.2602
33978.1000 1149 300 0.2611
33985.0000 1150 300 0.2609
34015.0000 1151 300 0.2606
34043.0000 1152 300 0.2604
34062.3000 1152 301 0.2613
34069.0000 1153 301 0.2611
34095.0000 1154 301 0.2608
34120.0000 1155 301 0.2606
34152.0000 1156 301 0.2604
34185.0000 1157 301 0.2602
34216.0000 1158 301 0.2599
34246.0000 1159 301 0.2597
34277.0000 1160 301 0.2595
34302.0000 1161 301 0.2593
34327.0000 1162 301 0.2590
34356.0000 1163 301 0.2588
34388.0000 1164 301 0.2586
34410.4000 1164 302 0.2595
34420.0000 1165 302 0.2592
34448.0000 1166 302 0.2590
34481.0000 1167 302 0.2588
34508.0000 1168 302 0.2586
34518.9000 1168 303 0.2594
34538.0000 1169 303 0.2592
34564.0000 1170 303 0.2590
34581.4000 1170 304 0.2598
34598.0000 1171 304 0.2596
34609.3000 1171 305 0.2605
34624.0000 1172 305 0.2602
34627.5000 1172 306 0.2611
34657.0000 1173 306 0.2609
34682.0000 1174 306 0.2606
34713.0000 1175 306 0.2604
34744.0000 1176 306 0.2602
34776.0000 1177 306 0.2600
34802.0000 1178 306 0.2598
34827.0000 1179 306 0.2595
34855.0000 1180 306 0.2593
34881.0000 1181 306 0.2591
34915.0000 1182 306 0.2589
34945.0000 1183 306 0.2587
34977.0000 1184 306 0.2584
34995.1000 1184 307 0.2593
35002.0000 1185 307 0.2591
35036.0000 1186 307 0.2589
35066.0000 1187 307 0.2586
35067.0000 1187 308 0.2595
35097.0000 1188 308 0.2593
35124.0000 1189 308 0.2590
35150.0000 1190 308 0.2588
35176.0000 1191 308 0.2586
35205.0000 1192 308 0.2584
35232.0000 1193 308 0.2582
35261.0000 1194 308 0.2580
35289.0000 1195 308 0.2577
35315.0000 1196 308 0.2575
35343.0000 1197 308 0.2573
35369.0000 1198 308 0.2571
35394.0000 1199 308 0.2569
35399.5000 1199 309 0.2577
35409.9000 1199 310 0.2585
35425.0000 1200 310 0.2583
35456.0000 1201 310 0.2581
35490.0000 1202 310 0.2579
35501.7000 1202 311 0.2587
35516.0000 1203 311 0.2585
35544.0000 1204 311 0.2583
35569.0000 1205 311 0.2581
35598.0000 1206 311 0.2579
35629.0000 1207 311 0.2577
35641.2000 1207 312 0.2585
35645.0000 1207 313 0.2593
35663.0000 1208 313 0.2591
35688.0000 1209 313 0.2589
35717.0000 1210 313 0.2587
35742.8000 1210 314 0.2595
35745.0000 1211 314 0.2593
35775.0000 1212 314 0.2591
35804.0000 1213 314 0.2589
35834.0000 1214 314 0.2586
35849.3000 1214 315 0.2595
35866.0000 1215 315 0.2593
35891.0000 1216 315 0.2590
35894.1000 1216 316 0.2599
35922.0000 1217 316 0.2597
35922.6000 1217 317 0.2605
35953.0000 1218 317 0.2603
35965.7000 1218 318 0.2611
35984.0000 1219 318 0.2609
36018.0000 1220 318 0.2607
36048.0000 1221 318 0.2604
36061.9000 1221 319 0.2613
36081.0000 1222 319 0.2610
36113.0000 1223 319 0.2608
36124.5000 1223 320 0.2617
36140.0000 1224 320 0.2614
36169.0000 1225 320 0.2612
36196.0000 1226 320 0.2610
36214.3000 1226 321 0.2618
36222.0000 1227 321 0.2616
36230.3000 1227 322 0.2624
36247.0000 1228 322 0.2622
36281.0000 1229 322 0.2620
36284.2000 1229 323 0.2628
36314.0000 1230 323 0.2626
36339.6000 1230 324 0.2634
36346.0000 1231 324 0.2632
36347.5000 1231 325 0.2640
36380.0000 1232 325 0.2638
36409.0000 1233 325 0.2636
36442.0000 1234 325 0.2634
36469.0000 1235 325 0.2632
36503.0000 1236 325 0.2629
36532.0000 1237 325 0.2627
36559.5000 1237 326 0.2635
36562.0000 1238 326 0.2633
36590.0000 1239 326 0.2631
36620.0000 1240 326 0.2629
36650.0000 1241 326 0.2627
36683.0000 1242 326 0.2625
36694.3000 1242 327 0.2633
36713.0000 1243 327 0.2631
36738.0000 1244 327 0.2629
36763.0000 1245 327 0.2627
36793.0000 1246 327 0.2624
36821.0000 1247 327 0.2622
36849.0000 1248 327 0.2620
36883.0000 1249 327 0.2618
36912.0000 1250 327 0.2616
36929.6000 1250 328 0.2624
36941.0000 1251 328 0.2622
36970.0000 1252 328 0.2620
36996.0000 1253 328 0.2618
37028.0000 1254 328 0.2616
37057.0000 1255 328 0.2614
37087.0000 1256 328 0.2611
37118.0000 1257 328 0.2609
37152.0000 1258 328 0.2607
37181.0000 1259 328 0.2605
37184.5000 1259 329 0.2613
37212.0000 1260 329 0.2611
37243.0000 1261 329 0.2609
37262.4000 1261 330 0.2617
37276.0000 1262 330 0.2615
37306.0000 1263 330 0.2613
37311.4000 1263 331 0.2621
37335.0000 1264 331 0.2619
37365.0000 1265 331 0.2617
37399.0000 1266 331 0.2615
37429.0000 1267 331 0.2612
37462.0000 1268 331 0.2610
37465.6000 1268 332 0.2618
37492.0000 1269 332 0.2616
37524.0000 1270 332 0.2614
37555.0000 1271 332 0.2612
37580.0000 1272 332 0.2610
37609.0000 1273 332 0.2608
37640.0000 1274 332 0.2606
37673.0000 1275 332 0.2604
37700.0000 1276 332 0.2602
37724.9000 1276 333 0.2610
37732.0000 1277 333 0.2608
37761.0000 1278 333 0.2606
37793.0000 1279 333 0.2604
37820.0000 1280 333 0.2602
37848.0000 1281 333 0.2600
37877.0000 1282 333 0.2598
37910.0000 1283 333 0.2595
37935.0000 1284 333 0.2593
37963.0000 1285 333 0.2591
37992.0000 1286 333 0.2589
38024.0000 1287 333 0.2587
38057.0000 1288 333 0.2585
38091.0000 1289 333 0.2583
38116.0000 1290 333 0.2581
38144.0000 1291 333 0.2579
38155.3000 1291 334 0.2587
38175.0000 1292 334 0.2585
38203.0000 1293 334 0.2583
38235.0000 1294 334 0.2581
38262.0000 1295 334 0.2579
38295.0000 1296 334 0.2577
38321.0000 1297 334 0.2575
38349.0000 1298 334 0.2573
38375.0000 1299 334 0.2571
38407.0000 1300 334 0.2569
38432.0000 1301 334 0.2567
38459.0000 1301 335 0.2575
38461.0000 1302 335 0.2573
38488.0000 1303 335 0.2571
38519.0000 1304 335 0.2569
38551.0000 1305 335 0.2567
38584.0000 1306 335 0.2565
38615.0000 1307 335 0.2563
38646.0000 1308 335 0.2561
38662.5000 1308 336 0.2569
38673.0000 1309 336 0.2567
38706.0000 1310 336 0.2565
38739.0000 1311 336 0.2563
38770.0000 1312 336 0.2561
38804.0000 1313 336 0.2559
38830.0000 1314 336 0.2557
38860.0000 1315 336 0.2555
38894.0000 1316 336 0.2553
38920.0000 1317 336 0.2551
38950.0000 1318 336 0.2549
38977.0000 1319 336 0.2547
39007.8000 1319 337 0.2555
39008.0000 1320 337 0.2553
39038.0000 1321 337 0.2551
39069.0000 1322 337 0.2549
39095.0000 1323 337 0.2547
39124.0000 1324 337 0.2545
39155.0000 1325 337 0.2543
39186.0000 1326 337 0.2541
39215.0000 1327 337 0.2540
39245.0000 1328 337 0.2538
39278.0000 1329 337 0.2536
39311.0000 1330 337 0.2534
39338.0000 1331 337 0.2532
39372.0000 1332 337 0.2530
39403.0000 1333 337 0.2528
39432.0000 1334 337 0.2526
39461.0000 1335 337 0.2524
39488.0000 1336 337 0.2522
39516.0000 1337 337 0.2521
39541.0000 1338 337 0.2519
39566.0000 1339 337 0.2517
39598.0000 1340 337 0.2515
39628.0000 1341 337 0.2513
39658.0000 1342 337 0.2511
39691.0000 1343 337 0.2509
39718.0000 1344 337 0.2507
39752.0000 1345 337 0.2506
39785.0000 1346 337 0.2504
39811.0000 1347 337 0.2502
39845.0000 1348 337 0.2500
39875.0000 1349 337 0.2498
39904.0000 1350 337 0.2496
39938.0000 1351 337 0.2494
39969.0000 1352 337 0.2493
39997.0000 1353 337 0.2491
40030.0000 1354 337 0.2489
40062.7000 1354 338 0.2496
40064.0000 1355 338 0.2494
40098.0000 1356 338 0.2493
40123.0000 1357 338 0.2491
40127.5000 1357 339 0.2498
40152.0000 1358 339 0.2496
40152.9000 1358 340 0.2504
40177.7000 1358 341 0.2511
40181.0000 1359 341 0.2509
40209.0000 1360 341 0.2507
40243.0000 1361 341 0.2506
40273.0000 1362 341 0.2504
40307.0000 1363 341 0.2502
40337.0000 1364 341 0.2500
40353.4000 1364 342 0.2507
40362.0000 1365 342 0.2505
40388.0000 1366 342 0.2504
40402.2000 1366 343 0.2511
40414.0000 1367 343 0.2509
40440.0000 1368 343 0.2507
40471.0000 1369 343 0.2505
40500.0000 1370 343 0.2504
40534.0000 1371 343 0.2502
40567.0000 1372 343 0.2500
40596.0000 1373 343 0.2498
40630.0000 1374 343 0.2496
40661.0000 1375 343 0.2495
40683.7000 1375 344 0.2502
40689.0000 1376 344 0.2500
40716.0000 1377 344 0.2498
40744.0000 1378 344 0.2496
40770.0000 1379 344 0.2495
40800.0000 1380 344 0.2493
40831.0000 1381 344 0.2491
40859.0000 1382 344 0.2489
40888.0000 1383 344 0.2487
40918.0000 1384 344 0.2486
40952.0000 1385 344 0.2484
40978.0000 1386 344 0.2482
41003.0000 1387 344 0.2480
41028.0000 1388 344 0.2478
41035.5000 1388 345 0.2486
41062.0000 1389 345 0.2484
41094.0000 1390 345 0.2482
41124.0000 1391 345 0.2480
41152.0000 1392 345 0.2478
41181.0000 1393 345 0.2477
41214.0000 1394 345 0.2475
41245.0000 1395 345 0.2473
41274.0000 1396 345 0.2471
41306.0000 1397 345 0.2470
41336.0000 1398 345 0.2468
41362.0000 1399 345 0.2466
41388.0000 1400 345 0.2464
41420.0000 1401 345 0.2463
41446.0000 1402 345 0.2461
41480.0000 1403 345 0.2459
41507.0000 1404 345 0.2457
41538.0000 1405 345 0.2456
41566.0000 1406 345 0.2454
41595.0000 1407 345 0.2452
41626.0000 1408 345 0.2450
41632.8000 1408 346 0.2457
41653.8000 1408 347 0.2464
41659.0000 1409 347 0.2463
41687.0000 1410 347 0.2461
41719.0000 1411 347 0.2459
41744.0000 1412 347 0.2458
41773.0000 1413 347 0.2456
41801.0000 1414 347 0.2454
41830.0000 1415 347 0.2452
41864.0000 1416 347 0.2451
41893.0000 1417 347 0.2449
41921.0000 1418 347 0.2447
41947.0000 1419 347 0.2445
41972.0000 1420 347 0.2444
41984.2000 1420 348 0.2451
41997.0000 1421 348 0.2449
42025.0000 1422 348 0.2447
42054.0000 1423 348 0.2446
42081.0000 1424 348 0.2444
42114.0000 1425 348 0.2442
42144.0000 1426 348 0.2440
42170.0000 1427 348 0.2439
42185.6000 1427 349 0.2446
42197.0000 1428 349 0.2444
42227.0000 1429 349 0.2442
42261.0000 1430 349 0.2441
42294.0000 1431 349 0.2439
42320.0000 1432 349 0.2437
42353.0000 1433 349 0.2435
42378.0000 1434 349 0.2434
42412.0000 1435 349 0.2432
42438.1000 1435 350 0.2439
42442.0000 1436 350 0.2437
42458.5000 1436 351 0.2444
42472.0000 1437 351 0.2443
42484.1000 1437 352 0.2450
42501.0000 1438 352 0.2448
42535.0000 1439 352 0.2446
42565.0000 1440 352 0.2444
42575.5000 1440 353 0.2451
42599.0000 1441 353 0.2450
42629.0000 1442 353 0.2448
42655.0000 1443 353 0.2446
42689.0000 1444 353 0.2445
42714.0000 1445 353 0.2443
42742.0000 1446 353 0.2441
42768.0000 1447 353 0.2440
42801.0000 1448 353 0.2438
42831.0000 1449 353 0.2436
42865.0000 1450 353 0.2434
42890.0000 1451 353 0.2433
42924.0000 1452 353 0.2431
42953.0000 1453 353 0.2429
42982.0000 1454 353 0.2428
43012.0000 1455 353 0.2426
43039.0000 1456 353 0.2424
43072.0000 1457 353 0.2423
43101.0000 1458 353 0.2421
43130.0000 1459 353 0.2419
43161.0000 1460 353 0.2418
43195.0000 1461 353 0.2416
