0	2771
1	2089
2	1447
3	1099
4	979
5	872
6	763
7	688
8	706
9	577
10	541
11	530
12	516
13	470
14	402
15	416
16	372
17	357
18	344
19	315
20	305
21	339
22	284
23	252
24	248
25	228
26	227
27	211
28	211
29	195
30	215
31	177
32	171
33	156
34	138
35	117
36	123
37	124
38	112
39	110
40	123
41	101
42	86
43	90
44	109
45	90
46	83
47	78
48	86
49	85
50	78
51	90
52	76
53	81
54	63
55	54
56	65
57	68
58	62
59	62
60	63
61	70
62	50
63	44
64	34
65	36
66	47
67	47
68	56
69	40
70	42
71	33
72	34
73	36
74	35
75	38
76	35
77	39
78	32
79	35
80	37
81	42
82	31
83	28
84	26
85	26
86	20
87	33
88	30
89	22
90	28
91	23
92	30
93	22
94	22
95	25
96	21
97	22
98	32
99	20
100	27
101	18
102	28
103	20
104	20
105	20
106	24
107	19
108	20
109	19
110	17
111	19
112	22
113	23
114	18
115	17
116	22
117	20
118	18
119	12
120	13
121	18
122	14
123	13
124	9
125	14
126	17
127	14
128	9
129	13
130	9
131	16
132	11
133	15
134	13
135	7
136	7
137	11
138	4
139	8
140	7
141	6
142	8
143	4
144	10
145	5
146	10
147	10
148	8
149	13
150	13
151	9
152	8
153	8
154	5
155	7
156	4
157	7
158	9
159	7
160	7
161	6
162	3
163	6
164	3
165	7
166	7
167	7
168	10
169	9
170	4
171	8
172	7
173	4
174	7
175	4
176	4
177	6
178	11
179	4
180	8
181	5
182	8
183	2
184	3
185	5
186	5
187	2
188	5
189	4
190	7
191	2
192	2
193	7
194	4
195	3
196	4
197	4
198	2
199	3
200	9
201	3
202	4
203	3
204	3
205	3
206	6
207	5
208	2
209	1
210	3
211	3
212	3
213	4
214	2
215	3
216	3
217	9
218	4
219	5
220	3
221	2
222	2
223	1
224	3
225	2
226	6
227	4
228	3
229	4
230	1
231	3
232	4
233	3
234	0
235	1
236	3
237	3
238	1
239	2
240	2
241	3
242	1
243	3
244	3
245	5
246	2
247	2
248	4
249	2
250	2
251	2
252	4
253	1
254	3
255	2
256	2
257	1
258	1
259	0
260	0
261	4
262	2
263	0
264	3
265	1
266	0
267	0
268	2
269	1
270	0
271	0
272	0
273	0
274	0
275	3
276	2
277	1
278	0
279	1
280	1
281	1
282	2
283	1
284	0
285	2
286	1
287	0
288	1
289	2
290	1
291	2
292	1
293	1
294	0
295	3
296	2
297	1
298	0
299	2
300	0
301	2
302	0
303	0
304	1
305	0
306	0
307	0
308	0
309	2
310	3
311	2
312	1
313	1
314	2
315	0
316	0
317	2
318	3
319	1
320	0
321	0
322	1
323	0
324	0
325	1
326	0
327	0
328	3
329	0
330	0
331	0
332	0
333	0
334	0
335	0
336	1
337	0
338	0
339	2
340	1
341	1
342	1
343	0
344	0
345	0
346	1
347	0
348	0
349	0
350	2
351	1
352	1
353	4
354	1
355	0
356	1
357	1
358	0
359	1
360	0
361	0
362	0
363	0
364	0
365	0
366	0
367	0
368	0
369	0
370	0
371	0
372	0
373	1
374	0
375	2
376	0
377	0
378	2
379	0
380	0
381	0
382	0
383	0
384	1
385	1
386	0
387	0
388	0
389	0
390	0
391	0
392	0
393	0
394	0
395	0
396	1
397	0
398	1
399	0
400	0
401	0
402	0
403	1
404	1
405	0
406	0
407	0
408	1
409	0
410	2
411	1
412	0
413	0
414	0
415	0
416	1
417	1
418	0
419	0
420	0
421	0
422	0
423	0
424	1
425	0
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	2
435	0
436	1
437	0
438	0
439	0
440	0
441	0
442	0
443	0
444	0
445	0
446	0
447	0
448	0
449	0
450	0
451	0
452	0
453	0
454	0
455	1
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	1
464	0
465	0
466	0
467	0
468	0
469	0
470	1
471	0
472	1
473	0
474	1
475	0
476	0
477	0
478	0
479	1
480	0
481	0
482	0
483	0
484	1
485	1
486	0
487	1
488	1
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	0
501	0
502	0
503	0
504	1
505	0
506	0
507	0
508	0
509	0
510	0
511	0
512	0
513	0
514	0
515	0
516	0
517	0
518	0
519	0
520	0
521	0
522	0
523	0
524	0
525	0
526	0
527	0
528	0
529	0
530	0
531	1
532	0
533	0
534	0
535	0
536	0
537	0
538	0
539	0
540	0
541	0
542	0
543	0
544	0
545	0
546	0
547	0
548	0
549	0
550	0
551	0
552	0
553	0
554	0
555	0
556	0
557	0
558	0
559	0
560	0
561	0
562	0
563	0
564	0
565	0
566	0
567	0
568	0
569	0
570	0
571	0
572	0
573	0
574	0
575	0
576	0
577	0
578	0
579	0
580	0
581	0
582	1
583	0
584	0
585	0
586	0
587	0
588	0
589	0
590	0
591	1
592	1
593	0
594	0
595	1
596	0
597	0
598	0
599	0
600	0
601	0
602	0
603	1
