0	496	59
1	545	61
2	171	37
3	79	14
4	383	39
5	152	30
6	222	35
7	175	22
8	64	4
9	366	25
10	255	31
11	131	21
12	298	37
13	103	36
14	189	35
15	58	16
16	148	31
17	90	32
18	90	22
19	121	38
20	116	30
21	81	25
22	590	42
23	610	44
24	30	12
25	19	9
26	88	21
27	73	25
28	44	17
29	8	6
30	142	26
31	7	6
32	101	19
33	19	13
34	71	28
35	36	19
36	5	5
37	5	5
38	132	26
39	126	32
40	9	6
41	119	15
42	46	26
43	113	22
44	431	46
45	435	48
46	8	4
47	194	32
48	65	12
49	13	5
50	5	4
51	0	0
52	179	23
53	1	1
54	44	13
55	108	29
56	88	24
57	45	22
58	50	22
59	136	25
60	4	4
61	12	5
62	103	33
63	69	27
64	88	24
65	8	4
66	409	36
67	437	35
68	11	8
69	17	8
70	86	17
71	34	12
72	96	14
73	61	20
74	8	5
75	64	17
76	100	27
77	15	9
78	50	27
79	12	7
80	40	23
81	35	21
82	58	22
83	5	2
84	48	12
85	34	13
86	32	16
87	103	16
88	432	62
89	418	65
90	143	26
91	143	24
92	62	22
93	6	6
94	255	51
95	149	20
96	2	2
97	133	47
98	81	9
99	103	10
100	113	12
101	54	9
102	57	33
103	68	25
104	25	13
105	78	24
106	28	19
107	121	43
108	100	10
109	106	33
110	603	70
111	588	69
112	49	31
113	46	21
114	266	29
115	117	49
116	220	57
117	128	51
118	95	19
119	155	47
120	118	25
121	210	56
122	9	5
123	77	44
124	127	23
125	85	23
126	148	44
127	133	43
128	308	56
129	92	42
130	19	8
131	115	19
132	442	76
133	424	71
134	96	14
135	78	35
136	200	44
137	119	35
138	139	48
139	146	39
140	244	57
141	95	37
142	139	21
143	5	3
144	74	45
145	21	13
146	86	41
147	44	12
148	11	7
149	62	23
150	151	40
151	1	1
152	16	6
153	110	42
154	496	98
155	460	94
156	504	97
157	478	93
158	74	8
159	77	14
160	64	36
161	5	3
162	3	3
163	17	9
164	4	3
165	51	16
166	280	31
167	168	37
168	5	5
169	165	77
170	108	27
171	179	68
172	157	51
173	92	31
174	12	7
175	95	12
176	6	4
177	19	9
178	333	128
179	372	128
180	480	155
181	331	118
182	409	133
183	379	124
184	466	143
185	378	125
186	343	126
187	382	140
188	616	60
189	626	58
190	618	53
191	626	57
192	734	54
193	727	57
